name,character_id,skill_name,skill_type,attack_name,level,raw_value,total_motion_value,damage_type
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,3,29.49%*2,0.5898,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,4,32.4%*2,0.648,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,5,34.48%*2,0.6896,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,6,36.87%*2,0.7374,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,7,40.19%*2,0.8038,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,8,43.51%*2,0.8702,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,9,46.84%*2,0.9368,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 4 DMG,10,50.37%*2,1.0074,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,1,90.4%,0.904,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,2,97.82%,0.9782,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,3,105.23%,1.0523,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,4,115.61%,1.1561,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,5,123.02%,1.2302,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,6,131.55%,1.3155,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,7,143.41%,1.4341,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,8,155.27%,1.5527,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,9,167.13%,1.6713,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Stage 5 DMG,10,179.73%,1.7973,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,1,30%,0.3,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,2,32.46%,0.3246,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,3,34.92%,0.3492,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,4,38.37%,0.3837,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,5,40.83%,0.4083,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,6,43.66%,0.4366,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,7,47.59%,0.4759,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,8,51.53%,0.5153,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,9,55.47%,0.5547,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Mid-air Attack,10,59.65%,0.5965,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,1,18.00%,0.18,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,2,19.48%,0.1948,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,3,20.96%,0.2096,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,4,23.02%,0.2302,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,5,24.50%,0.245,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,6,26.20%,0.262,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,7,28.56%,0.2856,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,8,30.92%,0.3092,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,9,33.28%,0.3328,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Aimed Shot Damage,10,35.79%,0.3579,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,1,40.50%,0.405,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,2,43.83%,0.4383,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,3,47.15%,0.4715,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,4,51.80%,0.518,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,5,55.12%,0.5512,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,6,58.94%,0.5894,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,7,64.25%,0.6425,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,8,69.56%,0.6956,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,9,74.88%,0.7488,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Fully Charged Aimed Shot Damage,10,80.52%,0.8052,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,1,107.7%,1.077,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,2,116.54%,1.1654,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,3,125.37%,1.2537,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,4,137.73%,1.3773,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,5,146.56%,1.4656,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,6,156.72%,1.5672,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,7,170.85%,1.7085,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,8,184.98%,1.8498,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,9,199.11%,1.9911,"[""Basic Attack Damage""]"
Aalto,4002,Half Truths,Normal Attack,Dodge Counter DMG,10,214.12%,2.1412,"[""Basic Attack Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,1,30%,0.3,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,2,32.46%,0.3246,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,3,34.92%,0.3492,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,4,38.37%,0.3837,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,5,40.83%,0.4083,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,6,43.66%,0.4366,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,7,47.59%,0.4759,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,8,51.53%,0.5153,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,9,55.47%,0.5547,"[""Skill Damage""]"
Aalto,4002,Shift Trick,Resonance Skill,Mist Bullet Damage,10,59.65%,0.5965,"[""Skill Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,1,200%,2.0,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,2,216.4%,2.164,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,3,232.8%,2.328,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,4,255.76%,2.5576,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,5,272.16%,2.7216,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,6,291.02%,2.9102,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,7,317.26%,3.1726,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,8,343.5%,3.435,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,9,369.74%,3.6974,"[""Liberation Damage""]"
Aalto,4002,Flower in the Mist,Resonance Liberation,Ultimate DMG,10,397.62%,3.9762,"[""Liberation Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,1,33.34%*3,1.0002,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,2,36.07%*3,1.0821,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,3,38.8%*3,1.164,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,4,42.63%*3,1.2789,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,5,45.36%*3,1.3608,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,6,48.51%*3,1.4553,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,7,52.88%*3,1.5864,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,8,57.25%*3,1.7175,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,9,61.63%*3,1.8489,"[""Intro Damage""]"
Aalto,4002,Feint Shot,Intro Skill,Intro DMG,10,66.27%*3,1.9881,"[""Intro Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,1,30%,0.3,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,2,32.46%,0.3246,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,3,34.92%,0.3492,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,4,38.37%,0.3837,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,5,40.83%,0.4083,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,6,43.66%,0.4366,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,7,47.59%,0.4759,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,8,51.53%,0.5153,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,9,55.47%,0.5547,"[""Basic Attack Damage""]"
Aalto,4002,Misty Cover,Forte Circuit,Mist Bullet DMG,10,59.65%,0.5965,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,1,17.76%,0.1776,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,2,19.22%,0.1922,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,3,20.68%,0.2068,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,4,22.72%,0.2272,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,5,24.17%,0.2417,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,6,25.85%,0.2585,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,7,28.18%,0.2818,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,8,30.51%,0.3051,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,9,32.84%,0.3284,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 1 DMG,10,35.31%,0.3531,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,1,21.66%*2,0.4332,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,2,23.43%*2,0.4686,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,3,25.21%*2,0.5042,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,4,27.69%*2,0.5538,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,5,29.47%*2,0.5894,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,6,31.51%*2,0.6302,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,7,34.35%*2,0.687,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,8,37.19%*2,0.7438,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,9,40.03%*2,0.8006,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 2 DMG,10,43.05%*2,0.861,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,1,27.69%+1.00%*25,0.5269,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,2,29.96%+1.09%*25,0.5721,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,3,32.23%+1.17%*25,0.6148,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,4,35.41%+1.28%*25,0.6741,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,5,37.68%+1.37%*25,0.7193,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,6,40.29%+1.46%*25,0.7679,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,7,43.92%+1.59%*25,0.8367,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,8,47.56%+1.72%*25,0.9056,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,9,51.19%+1.85%*25,0.9744,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 3 DMG,10,55.05%+1.99%*25,1.048,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,1,38.59%,0.3859,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,2,41.76%,0.4176,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,3,44.92%,0.4492,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,4,49.35%,0.4935,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,5,52.51%,0.5251,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,6,56.15%,0.5615,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,7,61.21%,0.6121,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,8,66.28%,0.6628,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,9,71.34%,0.7134,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Stage 4 DMG,10,76.72%,0.7672,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,1,9.01%*3,0.2703,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,2,9.75%*3,0.2925,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,3,10.49%*3,0.3147,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,4,11.52%*3,0.3456,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,5,12.26%*3,0.3678,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,6,13.11%*3,0.3933,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,7,14.29%*3,0.4287,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,8,15.48%*3,0.4644,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,9,16.66%*3,0.4998,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Heavy Attack DMG,10,17.91%*3,0.5373,"[""Heavy Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,1,18.30%+22.36%,0.4066,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,2,19.80%+24.20%,0.44,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,3,21.30%+26.03%,0.4733,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,4,23.40%+28.60%,0.52,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,5,24.90%+30.43%,0.5533,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,6,26.62%+32.54%,0.5916,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,7,29.02%+35.47%,0.6449,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,8,31.42%+38.40%,0.6982,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,9,33.82%+41.34%,0.7516,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Razor Wind DMG,10,36.37%+44.46%,0.8083,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,1,70.80%,0.708,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,2,76.61%,0.7661,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,3,82.42%,0.8242,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,4,90.54%,0.9054,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,5,96.35%,0.9635,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,6,103.03%,1.0303,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,7,112.32%,1.1232,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,8,121.60%,1.216,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,9,130.89%,1.3089,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Mid-air Attack DMG,10,140.76%,1.4076,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,1,63.09%+1.00%*25,0.8809,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,2,68.27%+1.09%*25,0.9552,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,3,73.44%+1.17%*25,1.0269,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,4,80.68%+1.28%*25,1.1268,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,5,85.85%+1.37%*25,1.201,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,6,91.80%+1.46%*25,1.283,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,7,100.08%+1.59%*25,1.3983,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,8,108.36%+1.72%*25,1.5136,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,9,116.63%+1.85%*25,1.6288,"[""Basic Attack Damage""]"
Rover: Aero,4005,Wind Cutter,Normal Attack,Dodge Counter DMG,10,125.43%+1.99%*25,1.7518,"[""Basic Attack Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,1,33.42%+50.13%,0.8355,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,2,36.16%+54.24%,0.904,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,3,38.90%+58.35%,0.9725,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,4,42.74%+64.11%,1.0685,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,5,45.48%+68.22%,1.137,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,6,48.63%+72.94%,1.2157,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,7,53.02%+79.52%,1.3254,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,8,57.40%+86.10%,1.435,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,9,61.78%+92.67%,1.5445,"[""Skill Damage""]"
Rover: Aero,4005,Illusion Breaker,Resonance Skill,Awakening Gale DMG,10,66.44%+99.66%,1.661,"[""Skill Damage""]"
