character_id,skill_name,skill_type,attack_name,level,raw_value,total_motion_value,damage_type
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,10,39.76%*3,1.1928,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,11,43.04%*3,1.2912,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,12,46.32%*3,1.3896,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,13,49.60%*3,1.488,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,14,52.88%*3,1.5864,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,15,56.16%*3,1.6848,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,16,59.44%*3,1.7832,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,17,62.72%*3,1.8816,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,18,66.00%*3,1.98,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,19,69.28%*3,2.0784,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 3 DMG,20,72.56%*3,2.1768,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,1,26.68%*2+13.34%,0.667,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,2,28.87%*2+14.44%,0.7218,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,3,31.06%*2+15.53%,0.7765,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,4,34.12%*2+17.06%,0.853,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,5,36.31%*2+18.16%,0.9078,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,6,38.83%*2+19.42%,0.9708,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,7,42.33%*2+21.17%,1.0583,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,8,45.83%*2+22.92%,1.1458,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,9,49.33%*2+24.67%,1.2333,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,10,53.05%*2+26.53%,1.3263,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,11,57.42%*2+28.71%,1.4355,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,12,61.80%*2+30.90%,1.545,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,13,66.17%*2+33.09%,1.6543,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,14,70.55%*2+35.28%,1.7638,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,15,74.93%*2+37.47%,1.8733,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,16,79.30%*2+39.65%,1.9825,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,17,83.68%*2+41.84%,2.092,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,18,88.05%*2+44.03%,2.2013,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,19,92.43%*2+46.22%,2.3108,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 4 DMG,20,96.80%*2+48.40%,2.42,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,1,100.00%,1.0,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,2,108.20%,1.082,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,3,116.40%,1.164,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,4,127.88%,1.2788,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,5,136.08%,1.3608,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,6,145.51%,1.4551,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,7,158.63%,1.5863,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,8,171.75%,1.7175,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,9,184.87%,1.8487,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,10,198.81%,1.9881,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,11,215.21%,2.1521,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,12,231.61%,2.3161,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,13,248.01%,2.4801,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,14,264.41%,2.6441,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,15,280.81%,2.8081,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,16,297.21%,2.9721,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,17,313.61%,3.1361,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,18,330.01%,3.3001,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,19,346.41%,3.4641,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Stage 5 DMG,20,362.81%,3.6281,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,1,41.65%*2,0.833,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,2,45.07%*2,0.9014,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,3,48.49%*2,0.9698,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,4,53.27%*2,1.0654,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,5,56.68%*2,1.1336,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,6,60.61%*2,1.2122,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,7,66.07%*2,1.3214,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,8,71.54%*2,1.4308,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,9,77.00%*2,1.54,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,10,82.81%*2,1.6562,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,11,89.64%*2,1.7928,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,12,96.47%*2,1.9294,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,13,103.30%*2,2.066,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,14,110.13%*2,2.2026,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,15,116.96%*2,2.3392,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,16,123.79%*2,2.4758,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,17,130.62%*2,2.6124,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,18,137.45%*2,2.749,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,19,144.28%*2,2.8856,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA DMG,20,151.12%*2,3.0224,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,1,62.00%,0.62,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,2,67.09%,0.6709,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,3,72.17%,0.7217,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,4,79.29%,0.7929,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,5,84.37%,0.8437,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,6,90.22%,0.9022,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,7,98.36%,0.9836,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,8,106.49%,1.0649,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,9,114.62%,1.1462,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,10,123.27%,1.2327,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,11,133.44%,1.3344,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,12,143.60%,1.436,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,13,153.77%,1.5377,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,14,163.94%,1.6394,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,15,174.11%,1.7411,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,16,184.28%,1.8428,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,17,194.44%,1.9444,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,18,204.61%,2.0461,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,19,214.78%,2.1478,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Mid-air Attack DMG,20,224.95%,2.2495,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,1,120.00%,1.2,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,2,129.84%,1.2984,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,3,139.68%,1.3968,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,4,153.46%,1.5346,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,5,163.30%,1.633,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,6,174.62%,1.7462,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,7,190.36%,1.9036,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,8,206.10%,2.061,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,9,221.85%,2.2185,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,10,238.58%,2.3858,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,11,258.26%,2.5826,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,12,277.94%,2.7794,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,13,297.62%,2.9762,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,14,317.30%,3.173,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,15,336.98%,3.3698,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,16,356.66%,3.5666,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,17,376.34%,3.7634,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,18,396.02%,3.9602,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,19,415.70%,4.157,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,Dodge Counter DMG,20,435.38%,4.3538,"[""Basic Attack Damage""]"
Xiangli Yao,Probe,Normal Attack,HA STA Cost,1,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,2,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,3,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,4,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,5,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,6,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,7,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,8,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,9,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,10,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,11,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,12,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,13,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,14,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,15,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,16,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,17,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,18,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,19,25,0.0,
Xiangli Yao,Probe,Normal Attack,HA STA Cost,20,25,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,1,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,2,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,3,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,4,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,5,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,6,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,7,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,8,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,9,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,10,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,11,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,12,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,13,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,14,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,15,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,16,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,17,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,18,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,19,30,0.0,
Xiangli Yao,Probe,Normal Attack,Mid-air Attack STA Cost,20,30,0.0,
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,1,100.00%,1.0,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,2,108.20%,1.082,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,3,116.40%,1.164,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,4,127.88%,1.2788,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,5,136.08%,1.3608,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,6,145.51%,1.4551,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,7,158.63%,1.5863,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,8,171.75%,1.7175,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,9,184.87%,1.8487,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,10,198.81%,1.9881,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,11,215.21%,2.1521,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,12,231.61%,2.3161,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,13,248.01%,2.4801,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,14,264.41%,2.6441,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,15,280.81%,2.8081,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,16,297.21%,2.9721,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,17,313.61%,3.1361,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,18,330.01%,3.3001,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,19,346.41%,3.4641,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Skill DMG,20,362.81%,3.6281,"[""Skill Damage""]"
Xiangli Yao,Deduction,Resonance Skill,Cooldown,1,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,2,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,3,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,4,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,5,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,6,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,7,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,8,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,9,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,10,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,11,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,12,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,13,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,14,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,15,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,16,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,17,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,18,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,19,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Cooldown,20,5,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,1,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,2,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,3,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,4,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,5,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,6,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,7,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,8,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,9,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,10,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,11,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,12,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,13,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,14,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,15,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,16,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,17,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,18,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,19,7,0.0,
Xiangli Yao,Deduction,Resonance Skill,Concerto Regen,20,7,0.0,
Xiangli Yao,Cogitation Model,Resonance Liberation,Cogitation Model DMG,1,737.42%,7.3742,"[""Liberation Damage""]"
Xiangli Yao,Cogitation Model,Resonance Liberation,Cogitation Model DMG,2,797.89%,7.9789,"[""Liberation Damage""]"
Xiangli Yao,Cogitation Model,Resonance Liberation,Cogitation Model DMG,3,858.35%,8.5835,"[""Liberation Damage""]"
